index,frame_count,nano_time,elapsed_ms
0,16,235960107948841,2080.029
1,48,235961116892922,3088.973
2,65,235962124958866,4097.039
3,68,235963141640892,5113.721
4,66,235964156722126,6128.802
5,74,235965179555432,7151.635
6,76,235966182529533,8154.610
7,59,235967202178530,9174.259
8,61,235968218370101,10190.450
9,77,235969220449528,11192.530
10,75,235970236851259,12208.931
11,59,235971255278196,13227.358
12,67,235972257642389,14229.722
13,67,235973269953722,15242.034
14,81,235974272100236,16244.180
15,78,235975272984517,17245.065
16,76,235976274370787,18246.451
17,73,235977287657038,19259.737
18,61,235978294261868,20266.342
19,66,235979298437610,21270.518
20,80,235980304480659,22276.561
21,83,235981305418309,23277.498
22,62,235982324588785,24296.669
23,55,235983333754339,25305.834
24,79,235984347544757,26319.625
25,74,235985359422277,27331.502
26,75,235986378696483,28350.777
27,57,235987401074886,29373.155
28,63,235988421937056,30394.017
29,75,235989434775571,31406.856
30,53,235990448200683,32420.281
31,43,235991483922144,33456.002
32,39,235992505822544,34477.903
33,64,235993508358917,35480.439
34,58,235994517330610,36489.411
35,74,235995524624895,37496.705
36,72,235996530440025,38502.520
37,51,235997548087761,39520.168
38,77,235998559306317,40531.386
39,69,235999566439141,41538.519
40,76,236000570030811,42542.111
41,67,236001572282448,43544.363
42,50,236002579546459,44551.627
43,58,236003581360005,45553.440
44,82,236004594478250,46566.558
45,87,236005605732998,47577.813
46,70,236006614402758,48586.483
47,59,236007633461810,49605.542
48,79,236008648330338,50620.410
49,76,236009655613922,51627.694
50,83,236010659202667,52631.283
51,65,236011660432019,53632.512
52,60,236012661860562,54633.941
53,80,236013671667207,55643.747
54,59,236014688222326,56660.302
55,66,236015700998784,57673.079
56,52,236016708138717,58680.219
57,69,236017715929451,59688.010
58,59,236018724064827,60696.145
59,63,236019729197167,61701.277
60,77,236020747873433,62719.953
61,74,236021759160762,63731.241
62,64,236022768192514,64740.273
63,66,236023780553290,65752.633
64,74,236024785129701,66757.210
65,75,236025792999783,67765.080
66,70,236026804082733,68776.163
67,64,236027805620230,69777.700
68,74,236028814815814,70786.896
69,73,236029833458566,71805.539
70,67,236030835309936,72807.390
71,76,236031841123644,73813.204
72,57,236032853442490,74825.523
73,74,236033868256224,75840.336
74,74,236034871597518,76843.678
75,74,236035887912031,77859.992
76,60,236036903474687,78875.555
77,51,236037915719544,79887.800
78,73,236038925941001,80898.021
79,49,236039949312255,81921.392
80,59,236040959573618,82931.654
81,74,236041971041929,83943.122
82,55,236042976560018,84948.640
83,78,236043988825892,85960.906
84,78,236044994773161,86966.853
85,84,236046000990112,87973.070
86,57,236047002147063,88974.227
87,55,236048018537410,89990.617
88,84,236049029965324,91002.045
89,80,236050034642683,92006.723
90,88,236051042298651,93014.379
91,83,236052055450732,94027.531
92,56,236053060674017,95032.754
93,69,236054064652302,96036.732
