index,frame_count,nano_time,elapsed_ms
0,14,236057465558759,2254.651
1,37,236058477174485,3266.267
2,61,236059494099449,4283.192
3,64,236060506080323,5295.173
4,58,236061515304377,6304.397
5,63,236062549460123,7338.553
6,61,236063548520068,8337.612
7,70,236064548863162,9337.956
8,70,236065549131646,10338.224
9,57,236066551748344,11340.841
10,64,236067569027472,12358.120
11,94,236068579293095,13368.386
12,79,236069594876706,14383.969
13,81,236070598224636,15387.317
14,75,236071607006224,16396.099
15,58,236072611961215,17401.054
16,76,236073617099156,18406.192
17,74,236074633024734,19422.117
18,79,236075642038306,20431.131
19,78,236076654556006,21443.648
20,61,236077665996726,22455.089
21,83,236078680528530,23469.621
22,74,236079688795354,24477.888
23,76,236080693321306,25482.414
24,78,236081698391512,26487.484
25,62,236082707059916,27496.152
26,65,236083710113640,28499.206
27,73,236084710683084,29499.775
28,64,236085713786739,30502.879
29,59,236086723682286,31512.775
30,57,236087739466258,32528.559
31,83,236088747526805,33536.619
32,71,236089748456533,34537.549
33,74,236090757832116,35546.925
34,75,236091765656582,36554.749
35,63,236092769424652,37558.517
36,72,236093781841608,38570.934
37,87,236094788431501,39577.524
38,101,236095801900042,40590.992
39,87,236096816240223,41605.333
40,66,236097832169016,42621.261
41,90,236098833027250,43622.120
42,81,236099840327020,44629.419
43,76,236100848491642,45637.584
44,85,236101852310247,46641.403
45,73,236102857566680,47646.659
46,85,236103868374449,48657.467
47,82,236104878108822,49667.201
48,77,236105882711403,50671.804
49,69,236106885795883,51674.888
50,65,236107896231012,52685.323
51,87,236108896273639,53685.366
52,75,236109900960888,54690.053
53,91,236110903611290,55692.704
54,70,236111904718693,56693.811
55,51,236112907343744,57696.436
56,83,236113920608772,58709.701
57,68,236114923537823,59712.630
58,75,236115934996566,60724.089
59,65,236116940054830,61729.147
60,72,236117945876055,62734.968
61,74,236118955668579,63744.761
62,80,236119963058079,64752.150
63,90,236120969678643,65758.771
64,76,236121976875678,66765.968
65,65,236122984211406,67773.304
66,54,236123991482427,68780.575
67,75,236124991726924,69780.819
68,78,236125993679360,70782.772
69,72,236127004420181,71793.513
70,53,236128019435082,72808.527
71,74,236129025475398,73814.568
72,72,236130044147529,74833.240
73,75,236131052617216,75841.710
74,65,236132068799904,76857.892
75,58,236133070459669,77859.552
76,60,236134070772524,78859.865
77,75,236135094120483,79883.213
78,79,236136098006415,80887.099
79,67,236137102244925,81891.337
80,54,236138108239874,82897.332
81,72,236139110558083,83899.650
82,73,236140126691988,84915.784
83,65,236141134970430,85924.063
84,69,236142150339633,86939.432
85,67,236143150716525,87939.809
86,75,236144151283289,88940.376
87,75,236145160333057,89949.425
88,79,236146168461080,90957.553
89,61,236147173752092,91962.845
90,56,236148186594675,92975.687
91,67,236149209303637,93998.396
92,76,236150215022070,95004.114
93,88,236151223172382,96012.265
94,81,236152222976306,97012.069
95,51,236153226924495,98016.017
96,63,236154231868770,99020.961
97,89,236155237665158,100026.758
98,75,236156242929755,101032.022
99,83,236157247946142,102037.039
100,41,236158256676332,103045.769
101,58,236159284504937,104073.597
102,23,236160303203405,105092.296
103,56,236161303261192,106092.354
104,54,236162312326430,107101.419
105,41,236163324270858,108113.363
106,73,236164324963965,109114.056
107,60,236165327491717,110116.584
108,85,236166338805912,111127.898
109,52,236167348703264,112137.796
110,55,236168368636707,113157.729
111,42,236169374902874,114163.995
112,53,236170382730544,115171.823
113,53,236171403551398,116192.644
114,59,236172406437587,117195.530
115,36,236173433878394,118222.971
116,51,236174441171103,119230.264
117,62,236175443816817,120232.909
