index,frame_count,nano_time,elapsed_ms
0,15,235884532089853,2019.837
1,49,235885538399077,3026.147
2,70,235886543830228,4031.578
3,45,235887573468441,5061.216
4,68,235888588381875,6076.129
5,54,235889590430656,7078.178
6,57,235890595178272,8082.926
7,73,235891604542231,9092.290
8,36,235892629397832,10117.145
9,41,235893639086528,11126.834
10,63,235894644127150,12131.875
11,67,235895649393447,13137.141
12,51,235896654221816,14141.969
13,55,235897664339771,15152.087
14,79,235898668110730,16155.858
15,63,235899679881539,17167.629
16,84,235900686166391,18173.914
17,82,235901702154509,19189.902
18,43,235902711491525,20199.239
19,78,235903713433594,21201.181
20,70,235904734023858,22221.771
21,106,235905736665373,23224.413
22,111,235906738881254,24226.629
23,108,235907747470886,25235.218
24,112,235908754077478,26241.825
25,110,235909763877027,27251.625
26,111,235910773817550,28261.565
27,111,235911782552167,29270.300
28,110,235912793658362,30281.406
29,112,235913801603341,31289.351
30,110,235914813548090,32301.296
31,112,235915820682746,33308.430
32,111,235916830147616,34317.895
33,111,235917844734793,35332.482
34,112,235918854950161,36342.698
35,111,235919863969578,37351.717
36,111,235920869729633,38357.477
37,111,235921877754395,39365.502
38,111,235922890884841,40378.632
39,110,235923898443500,41386.191
40,110,235924904705135,42392.453
41,111,235925914490673,43402.238
42,111,235926923515454,44411.263
43,109,235927931670264,45419.418
44,109,235928938480560,46426.228
45,107,235929938774241,47426.522
46,109,235930939513187,48427.261
47,111,235931946153780,49433.901
48,111,235932953221535,50440.969
49,110,235933960460392,51448.208
50,111,235934966885268,52454.633
51,109,235935969254474,53457.002
52,108,235936969545838,54457.293
53,106,235937969781559,55457.529
54,110,235938980487891,56468.235
55,111,235939987926388,57475.674
56,108,235940989209827,58476.957
57,110,235941998586898,59486.334
58,109,235943011423403,60499.171
59,110,235944019196863,61506.944
60,111,235945027515871,62515.263
61,112,235946033661055,63521.409
62,108,235947042521231,64530.269
63,110,235948052269108,65540.017
64,112,235949057235885,66544.983
65,110,235950067338246,67555.086
66,110,235951068194397,68555.942
67,110,235952073129223,69560.877
68,109,235953073403697,70561.151
69,111,235954084525055,71572.273
70,109,235955085336274,72573.084
71,112,235956093932525,73581.680
