index,frame_count,nano_time,elapsed_ms
0,17,198528735980034,1994.452
1,52,198529733626715,2992.099
2,70,198530744546119,4003.018
3,83,198531749621662,5008.094
4,71,198532758617277,6017.090
5,69,198533763559939,7022.032
6,89,198534769612954,8028.085
7,72,198535772844710,9031.317
8,71,198536772803889,10031.276
9,80,198537776167616,11034.640
10,66,198538779153585,12037.626
11,82,198539782720429,13041.193
12,68,198540785649040,14044.121
13,81,198541785857758,15044.330
14,80,198542799233023,16057.705
15,65,198543804299172,17062.771
16,84,198544808569589,18067.042
17,77,198545822755352,19081.228
18,69,198546826560570,20085.033
19,72,198547832145283,21090.618
20,84,198548846411134,22104.883
21,86,198549855165583,23113.638
22,87,198550858373874,24116.846
23,74,198551874161645,25132.634
24,76,198552888291927,26146.764
25,69,198553894875714,27153.348
26,75,198554914810096,28173.282
27,84,198555930212978,29188.685
28,66,198556935747992,30194.220
29,66,198557937339448,31195.812
30,77,198558938042089,32196.514
31,63,198559950712100,33209.184
32,59,198560951221008,34209.693
33,97,198561957425036,35215.897
34,91,198562964397659,36222.870
35,74,198563974474241,37232.947
36,81,198564982415324,38240.888
37,80,198565985643937,39244.116
38,75,198566987819534,40246.292
39,77,198568003203687,41261.676
40,81,198569015847421,42274.320
41,73,198570044338974,43302.811
42,73,198571066727679,44325.200
43,82,198572092174611,45350.647
44,81,198573104747182,46363.219
45,78,198574110141774,47368.614
46,58,198575117013216,48375.485
47,53,198576117160604,49375.633
48,86,198577122812800,50381.285
49,97,198578126760629,51385.233
50,85,198579131539631,52390.012
51,78,198580134074731,53392.547
52,74,198581149538853,54408.011
53,72,198582155962880,55414.435
54,83,198583159370577,56417.843
55,87,198584166421060,57424.893
56,92,198585173047161,58431.519
57,87,198586186179305,59444.652
58,91,198587197808851,60456.281
59,87,198588197471246,61455.944
60,87,198589209971809,62468.444
61,94,198590217292173,63475.764
62,92,198591223439696,64481.912
63,86,198592238654600,65497.127
64,90,198593242056778,66500.529
65,84,198594256095825,67514.568
66,87,198595256147374,68514.620
67,95,198596260687273,69519.160
68,67,198597274405063,70532.877
69,59,198598287126530,71545.599
70,92,198599300475642,72558.948
71,79,198600306258310,73564.731
72,86,198601317195942,74575.668
73,86,198602331915552,75590.388
74,95,198603342579855,76601.052
75,71,198604344789087,77603.261
76,89,198605348491978,78606.964
77,66,198606349631936,79608.104
78,63,198607360141344,80618.614
79,76,198608370735286,81629.208
80,81,198609379539099,82638.011
81,96,198610395702286,83654.175
82,83,198611398016598,84656.489
83,90,198612398515435,85656.988
84,90,198613398767386,86657.240
85,91,198614413494871,87671.967
86,78,198615419810012,88678.282
87,64,198616422766737,89681.239
88,98,198617427765917,90686.238
89,89,198618428777560,91687.250
90,96,198619431421900,92689.894
91,88,198620441876919,93700.349
92,81,198621443366127,94701.838
93,80,198622465045906,95723.518
94,96,198623465270228,96723.743
95,84,198624467980847,97726.453
96,85,198625478056331,98736.529
97,94,198626484486396,99742.959
98,95,198627492243143,100750.715
99,94,198628505087243,101763.560
100,71,198629507384597,102765.857
101,85,198630515175958,103773.648
102,95,198631522004356,104780.477
103,80,198632525370688,105783.843
104,69,198633525360894,106783.833
105,69,198634538491801,107796.964
106,85,198635539207309,108797.680
107,72,198636543498868,109801.971
108,85,198637545701767,110804.174
109,74,198638553780761,111812.253
110,90,198639560479547,112818.952
111,67,198640567198044,113825.670
112,71,198641573689389,114832.162
113,78,198642578845738,115837.318
114,61,198643584442134,116842.914
115,98,198644593851976,117852.324
116,81,198645603045910,118861.518
117,70,198646608519518,119866.992
118,86,198647613236307,120871.709
