index,frame_count,nano_time,elapsed_ms
0,27,195361569159607,1719.075
1,73,195362575089062,2725.004
2,98,195363582257768,3732.173
3,81,195364589381713,4739.297
4,50,195365592784419,5742.699
5,97,195366600669290,6750.584
6,78,195367607563422,7757.478
7,95,195368615915541,8765.831
8,64,195369632384861,9782.300
9,82,195370651300425,10801.215
10,81,195371657947325,11807.862
11,95,195372662385126,12812.300
12,72,195373674815013,13824.730
13,99,195374680833676,14830.749
14,84,195375700539539,15850.455
15,77,195376716716768,16866.632
16,60,195377719506578,17869.422
17,73,195378729191007,18879.106
18,79,195379732577920,19882.493
19,89,195380732826287,20882.741
20,92,195381739041461,21888.956
21,63,195382740454340,22890.369
22,74,195383754844410,23904.759
23,79,195384756831180,24906.746
24,92,195385763368138,25913.283
25,87,195386773418295,26923.333
26,88,195387783820341,27933.735
27,81,195388791421979,28941.337
28,90,195389803418685,29953.334
29,103,195390810948773,30960.864
30,55,195391819862876,31969.778
31,61,195392821611028,32971.526
32,92,195393822959082,33972.874
33,76,195394827687045,34977.602
34,95,195395829794709,35979.710
35,88,195396838457800,36988.373
36,58,195397844127490,37994.043
37,87,195398844922048,38994.837
38,71,195399853697319,40003.612
39,74,195400862354373,41012.269
40,103,195401870512559,42020.428
41,68,195402873650109,43023.565
42,83,195403881416881,44031.332
43,81,195404887942147,45037.857
44,79,195405890152255,46040.067
45,90,195406908984221,47058.899
46,54,195407914763416,48064.678
47,81,195408922523955,49072.439
48,67,195409943538651,50093.454
49,88,195410953685504,51103.601
50,63,195411954543602,52104.459
51,72,195412966529164,53116.444
52,84,195413967382061,54117.297
53,84,195414971451773,55121.367
54,93,195415990917944,56140.833
55,79,195417004171228,57154.086
56,105,195418010469584,58160.385
57,98,195419022597724,59172.513
58,90,195420048744453,60198.659
59,78,195421050108132,61200.023
60,88,195422060124449,62210.039
61,92,195423073561145,63223.476
62,86,195424087545043,64237.460
63,81,195425090533287,65240.448
64,55,195426103090152,66253.005
65,83,195427118254820,67268.170
66,79,195428137557527,68287.473
67,92,195429152778459,69302.693
68,85,195430167138608,70317.054
69,73,195431167810529,71317.726
70,95,195432174387746,72324.303
71,96,195433180141861,73330.057
72,75,195434189064909,74338.980
73,89,195435190589111,75340.504
74,78,195436198198656,76348.114
75,60,195437208288653,77358.204
76,67,195438221968505,78371.884
77,76,195439235338655,79385.254
78,85,195440243434701,80393.350
79,101,195441252278357,81402.193
80,59,195442263251940,82413.167
81,103,195443274693681,83424.609
82,68,195444282151190,84432.066
83,64,195445287475168,85437.390
84,61,195446290488421,86440.403
85,65,195447306684004,87456.599
86,63,195448317528871,88467.444
87,66,195449329182453,89479.097
88,92,195450329714349,90479.629
89,81,195451330375041,91480.290
90,83,195452340275473,92490.191
91,92,195453340396204,93490.311
92,89,195454348755519,94498.671
93,96,195455352616188,95502.531
94,76,195456357711334,96507.626
95,97,195457368557467,97518.473
96,83,195458371813803,98521.729
97,87,195459373001777,99522.917
98,69,195460380480239,100530.395
99,70,195461389326136,101539.241
100,68,195462408701135,102558.616
101,83,195463412727299,103562.642
102,97,195464414809786,104564.725
103,82,195465417028079,105566.943
104,97,195466425681677,106575.597
105,96,195467428866409,107578.781
106,97,195468439280742,108589.196
107,79,195469453138669,109603.054
108,79,195470453650002,110603.565
109,74,195471464223881,111614.139
110,62,195472476740591,112626.656
111,83,195473480887070,113630.802
112,101,195474493435124,114643.350
113,97,195475501050704,115650.966
114,95,195476514966524,116664.882
115,101,195477522256940,117672.172
116,83,195478523013917,118672.929
117,92,195479528544760,119678.460
118,76,195480541070689,120690.986
