index,frame_count,nano_time,elapsed_ms
0,15,196822905122532,1930.391
1,66,196823919550155,2944.819
2,82,196824933314855,3958.583
3,85,196825941155483,4966.424
4,76,196826958338683,5983.607
5,87,196827959956681,6985.225
6,83,196828977834118,8003.103
7,78,196829986591588,9011.860
8,85,196830994961841,10020.230
9,62,196831996244209,11021.513
10,89,196832998703164,12023.972
11,93,196834001532502,13026.801
12,86,196835013753913,14039.022
13,90,196836015396734,15040.665
14,70,196837048960012,16074.229
15,68,196838058590133,17083.859
16,81,196839060253208,18085.522
17,78,196840060624448,19085.893
18,93,196841073293465,20098.562
19,85,196842073481297,21098.750
20,89,196843073829407,22099.098
21,86,196844080229986,23105.498
22,96,196845087373981,24112.642
23,85,196846087888810,25113.157
24,91,196847092583057,26117.852
25,72,196848093789807,27119.058
26,82,196849101939543,28127.208
27,93,196850112222766,29137.491
28,83,196851116501930,30141.770
29,98,196852122458384,31147.727
30,76,196853127642679,32152.911
31,68,196854139446339,33164.715
32,95,196855147320291,34172.589
33,81,196856153792891,35179.061
34,101,196857166787868,36192.056
35,73,196858183354928,37208.623
36,71,196859183422877,38208.691
37,82,196860202277326,39227.546
38,89,196861215908739,40241.177
39,67,196862223223220,41248.492
40,64,196863237222617,42262.491
41,67,196864240675264,43265.944
42,80,196865245569594,44270.838
43,77,196866257417451,45282.686
44,80,196867258184987,46283.453
45,89,196868264514175,47289.783
46,82,196869270711435,48295.980
47,72,196870281342443,49306.611
48,97,196871283781011,50309.050
49,75,196872286937945,51312.206
50,90,196873301619249,52326.888
51,69,196874316592898,53341.861
52,51,196875318703266,54343.972
53,89,196876330870535,55356.139
54,80,196877337994963,56363.263
55,84,196878353526696,57378.795
56,88,196879364766687,58390.035
57,75,196880369139421,59394.408
58,78,196881375540090,60400.809
59,80,196882375345027,61400.614
60,90,196883379491673,62404.760
61,90,196884389824213,63415.093
62,68,196885395113555,64420.382
63,78,196886397073604,65422.342
64,81,196887402439047,66427.708
65,83,196888408546952,67433.815
66,95,196889418223364,68443.492
67,77,196890425752522,69451.021
68,76,196891436920208,70462.189
69,93,196892438342971,71463.611
70,74,196893439859574,72465.128
71,80,196894444381742,73469.650
72,92,196895451241169,74476.510
73,67,196896465002657,75490.271
74,81,196897472144457,76497.413
75,75,196898485976331,77511.245
76,94,196899497948305,78523.217
77,65,196900504298883,79529.567
78,71,196901524176611,80549.445
79,78,196902532308092,81557.577
80,88,196903546823163,82572.092
81,96,196904554225499,83579.494
82,81,196905559780437,84585.049
83,80,196906573935070,85599.204
84,89,196907586155246,86611.424
85,78,196908599557346,87624.826
86,97,196909604263568,88629.532
87,78,196910623480477,89648.749
88,70,196911630126870,90655.395
89,96,196912637225011,91662.494
90,76,196913638981938,92664.250
91,93,196914653614461,93678.883
92,81,196915658118806,94683.387
93,88,196916665216498,95690.485
94,57,196917678045276,96703.314
95,97,196918684314643,97709.583
96,88,196919692716115,98717.985
97,76,196920700331838,99725.600
98,67,196921705020660,100730.289
99,61,196922707980183,101733.249
100,67,196923720545851,102745.814
101,50,196924723798338,103749.067
102,87,196925726294463,104751.563
103,85,196926743000534,105768.269
104,92,196927749668760,106774.937
105,83,196928762171241,107787.440
106,78,196929775940186,108801.209
107,75,196930784859053,109810.128
108,82,196931797996764,110823.265
109,98,196932803059839,111828.328
110,84,196933813595340,112838.864
111,75,196934814350615,113839.619
112,88,196935815377265,114840.646
113,79,196936824598876,115849.867
114,71,196937826962954,116852.231
115,74,196938827160449,117852.429
116,90,196939840562472,118865.831
117,101,196940851293094,119876.562
118,91,196941861055678,120886.324
