index,frame_count,nano_time,elapsed_ms
0,20,194874857206300,1743.457
1,61,194875872486006,2758.737
2,69,194876891561609,3777.812
3,65,194877901892113,4788.143
4,88,194878915126164,5801.377
5,88,194879917290623,6803.541
6,83,194880924556522,7810.807
7,89,194881931685371,8817.936
8,79,194882937268682,9823.519
9,55,194883956967912,10843.219
10,53,194884957484937,11843.736
11,88,194885958333023,12844.584
12,81,194886959106962,13845.358
13,85,194887971631176,14857.882
14,95,194888981198396,15867.449
15,67,194889984255265,16870.506
16,67,194890995017936,17881.269
17,80,194892016373046,18902.624
18,88,194893019162639,19905.413
19,96,194894028545171,20914.796
20,85,194895041976983,21928.228
21,82,194896054581171,22940.832
22,76,194897056208530,23942.459
23,74,194898068022422,24954.273
24,94,194899069034809,25955.285
25,88,194900078447760,26964.698
26,101,194901085053416,27971.304
27,102,194902085974719,28972.225
28,73,194903093788472,29980.039
29,65,194904105866562,30992.117
30,92,194905115040913,32001.292
31,96,194906115986940,33002.238
32,84,194907128072471,34014.323
33,73,194908145800450,35032.051
34,47,194909147455600,36033.706
35,92,194910153401254,37039.652
36,95,194911166771885,38053.022
37,91,194912169720746,39055.971
38,73,194913180999065,40067.250
39,52,194914186602201,41072.853
40,75,194915187726900,42073.978
41,63,194916190565621,43076.816
42,74,194917191289481,44077.540
43,57,194918196285696,45082.536
44,79,194919198937502,46085.188
45,96,194920203902629,47090.153
46,77,194921212680098,48098.931
47,95,194922216380330,49102.631
48,77,194923220717020,50106.968
49,80,194924225010286,51111.261
50,97,194925235823911,52122.075
51,74,194926248567167,53134.818
52,48,194927260928590,54147.179
53,93,194928265487933,55151.739
54,79,194929271862390,56158.113
55,101,194930277593989,57163.845
56,81,194931279356515,58165.607
57,93,194932291989089,59178.240
58,111,194933303960653,60190.211
59,81,194934315118010,61201.369
60,92,194935335637027,62221.888
61,61,194936341149846,63227.400
62,91,194937347639573,64233.890
63,101,194938358627567,65244.878
64,66,194939375204084,66261.455
65,91,194940376573632,67262.824
66,83,194941379348090,68265.599
67,97,194942388496291,69274.747
68,82,194943397006460,70283.257
69,104,194944403754480,71290.005
70,88,194945412648082,72298.899
71,80,194946416161627,73302.412
72,84,194947428986767,74315.237
73,80,194948430183375,75316.434
74,62,194949437260379,76323.511
75,76,194950453192456,77339.443
76,62,194951455648980,78341.900
77,98,194952464974793,79351.225
78,81,194953474352639,80360.603
79,76,194954486287743,81372.538
80,87,194955500561054,82386.812
81,79,194956520537945,83406.789
82,57,194957530862423,84417.113
83,89,194958535039389,85421.290
84,81,194959537810599,86424.061
85,77,194960541902596,87428.153
86,84,194961543242987,88429.494
87,77,194962548522691,89434.773
88,88,194963559387355,90445.638
89,103,194964568737792,91454.988
90,80,194965572791449,92459.042
91,82,194966588773931,93475.025
92,51,194967596755622,94483.006
93,50,194968603866463,95490.117
94,54,194969608907986,96495.159
95,71,194970610559929,97496.811
96,87,194971619056023,98505.307
97,75,194972624671970,99510.923
98,95,194973628285906,100514.537
99,91,194974631854377,101518.105
100,68,194975634064387,102520.315
101,86,194976645016377,103531.267
102,102,194977648713209,104534.964
103,105,194978658274858,105544.525
104,75,194979669381128,106555.632
105,106,194980677263075,107563.514
106,93,194981684327009,108570.578
107,71,194982705850322,109592.101
108,87,194983708331907,110594.583
109,95,194984715941349,111602.192
110,64,194985730125003,112616.376
111,69,194986732704343,113618.955
112,69,194987733593091,114619.844
113,82,194988750032514,115636.283
114,97,194989759541567,116645.792
115,94,194990767103657,117653.354
116,74,194991789104498,118675.355
117,69,194992791484713,119677.735
118,84,194993791737546,120677.988
