java_version,seed,num_measurements,start_elapsed_ms,end_elapsed_ms,total_elapsed_ms,total_elapsed_sec,avg_fps,avg_frame_count,sum_frame_count,test_id
4129079762,118.650432,118.728298,0.7544198158841289,0.7109424524051712,103.94117647058823,105.74789915966386,12369.0,12584.0,,5
4163503295,118.951127,118.345473,0.5349941407222223,0.36310024431738186,80.5546218487395,55.41525423728814,9586.0,6539.0,,5
779353579,118.65747,118.63963700000001,0.784048859317134,0.7505932760859109,106.42857142857143,106.47899159663865,12665.0,12671.0,,5
Differences (Java22 - Java8):,,,,,,,,,,5
seed,total_elapsed_sec_diff,avg_fps_diff,avg_frame_count_diff,sum_frame_count_diff,,,,,,5
1033437363,-0.03763099999999042,0.09476442500360083,0.941176470588232,112.0,,,,,,5
1646684781,-0.07061900000002197,0.5248652002835255,-1.445378151260499,-172.0,,,,,,5
1774789858,0.01552100000000678,0.06535992705918103,0.9915966386554516,118.0,,,,,,5
1943520067,0.03478500000001361,0.15820358463470696,5.193277310924373,618.0,,,,,,5
197181812,0.06563300000001959,-0.12201940271847955,-6.621848739495789,-788.0,,,,,,5
2663508704,0.6308169999999933,0.31094661142947555,31.061244836917815,3747.0,,,,,,5
2852405230,-0.3667690000000192,0.057499686952879436,25.15966386554622,2994.0,,,,,,5
2882986532,-0.11531000000000802,0.05174703759981891,1.6050420168067205,191.0,,,,,,5
2986831233,-0.022917999999990002,0.04375365159766581,-0.36974789915966255,-44.0,,,,,,5
3053474506,0.3350539999999995,0.05508150728764677,1.1651474148981649,199.0,,,,,,5
3385079617,-0.13244600000000162,0.5452145788326681,1.82352941176471,217.0,,,,,,5
3411503267,0.04544399999998916,0.03317565474520279,-4.0168067226890685,-478.0,,,,,,5
3497448862,-0.02633000000000152,0.17048271235956847,-2.3697478991596768,-282.0,,,,,,5
3530267704,0.005867999999992435,0.02443399914029165,-6.705882352941188,-798.0,,,,,,5
3534201447,0.03798799999999858,-0.1783006156124854,2.731092436974791,325.0,,,,,,5
3724544668,-0.02885700000000213,0.09562211226621553,0.5882352941176521,70.0,,,,,,5
4031530085,0.022678999999982352,-0.0389743287555806,-0.39495798319327946,-47.0,,,,,,5
4129079762,-0.07786600000000021,0.0434773634789577,-1.8067226890756274,-215.0,,,,,,5
4163503295,0.6056540000000012,0.17189389640484043,25.139367611451362,3047.0,,,,,,5
779353579,0.01783299999999599,0.03345558323122311,-0.050420168067219606,-6.0,,,,,,5
8,1943520067,119,1752.787,120650.976,118898.189,118.898189,0.5975399291877569,80.76470588235294,9611.0,8
22,4031530085,119,1976.193,120936.135,118959.942,118.959942,0.6171561986131268,82.05882352941177,9765.0,8
22,3530267704,119,2013.616,120957.792,118944.176,118.94417600000001,0.7152568011860704,81.01680672268908,9641.0,8
8,3534201447,119,1765.432,120621.61,118856.178,118.856178,0.46383693715780366,78.81512605042016,9379.0,8
8,3724544668,119,1812.381,120825.225,119012.84400000001,119.01284400000002,0.5209342736745451,80.14285714285714,9537.0,8
8,1033437363,119,1751.091,120660.974,118909.883,118.90988300000001,0.5705350525282689,81.47899159663865,9696.0,8
22,4129079762,119,1944.859,120624.126,118679.267,118.67926700000001,0.7904039349114426,104.17647058823529,12397.0,8
8,779353579,119,1766.607,120428.863,118662.256,118.662256,0.7832950973014873,105.67226890756302,12575.0,8
8,197181812,119,1744.509,120855.613,119111.10399999999,119.111104,0.46379264844275503,59.89915966386555,7128.0,8
22,2882986532,119,1936.233,120959.652,119023.41900000001,119.023419,0.4492174429547918,76.75630252100841,9134.0,8
22,2663508704,119,1899.728,120800.123,118900.395,118.900395,0.42286247923069586,82.61344537815125,9831.0,8
8,4163503295,119,1769.055,120646.277,118877.22200000001,118.877222,0.513360829607386,79.38655462184875,9447.0,8
22,1943520067,119,1964.137,120937.614,118973.477,118.973477,0.43947694139065113,78.99159663865547,9400.0,8
8,3053474506,119,1790.554,120946.064,119155.51,119.15550999999999,0.2589993814094435,60.285714285714285,7174.0,8
