index,frame_count,nano_time,elapsed_ms
0,4,175411992113200,2318.648
1,27,175413000607500,3327.142
2,29,175414005797000,4332.332
3,27,175415033452500,5359.987
4,30,175416058174900,6384.710
5,30,175417099511400,7426.046
6,28,175418100993700,8427.529
7,30,175419129736500,9456.271
